Комбинация дескриптор + алгоритм сопоставления;Количество найденных точек
ORB_BF_L2,500
ORB_NORM_HAMMING2,500
ORB_NORM_L2SQR,500
ORB_FLANN_LSH,500
FAST+ORB_BF_L2,14108
FAST+ORB_NORM_HAMMING2,14108
FAST+ORB_NORM_L2SQR,14108
FAST+ORB_FLANN_LSH,14108
FAST+BRISK_BF_L2,14323
FAST+BRISK_NORM_HAMMING2,14323
FAST+BRISK_NORM_L2SQR,14323
FAST+BRISK_FLANN_LSH,14323
KAZE_BF_L2,19673
KAZE_NORM_L2SQR,19673
KAZE_FLANN_KDTree,19673
KAZE_FLANN_KMeans,19673
AKAZE_BF_L2,17905
AKAZE_NORM_HAMMING2,17905
AKAZE_NORM_L2SQR,17905
AKAZE_FLANN_LSH,17905
GFTT+ORB_BF_L2,969
GFTT+ORB_NORM_HAMMING2,969
GFTT+ORB_NORM_L2SQR,969
GFTT+ORB_FLANN_LSH,969
GFTT+BRISK_BF_L2,994
GFTT+BRISK_NORM_HAMMING2,994
GFTT+BRISK_NORM_L2SQR,994
GFTT+BRISK_FLANN_LSH,994
SIFT_BF_L2,34424
SIFT_NORM_L2SQR,34424
SIFT_FLANN_KDTree,34424
SIFT_FLANN_KMeans,34424
